일시,광역자치단체,최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),환자수,연도,월
2022-07-11 00:00:00,대구광역시,31,29.3,25.85,23.8,90.3,0,2022,7
2022-07-11 00:00:00,인천광역시,30.1,29.2,26.7,24.3,69.9,1,2022,7
2022-07-11 00:00:00,광주광역시,32.9,30.9,27.1,23.9,92.5,0,2022,7
2022-07-11 00:00:00,대전광역시,30,28.2,25.1,23.1,87.9,0,2022,7
2022-07-11 00:00:00,울산광역시,29.7,27.3,24.9,23.3,92.1,0,2022,7
2022-07-11 00:00:00,세종특별자치시,29.4,27.6,24.5,22.9,89.3,0,2022,7
2022-07-11 00:00:00,경기도,31.04,30.34,25.82,22.4,78.18,4,2022,7
2022-07-11 00:00:00,강원도,29.89,28.32,23.69,21.14,88.75,0,2022,7
2022-07-11 00:00:00,충청북도,29.48,27.73,24.04,21.84,90.1,0,2022,7
2022-07-11 00:00:00,충청남도,30.88,29.37,25.05,22.79,89.54,0,2022,7
2022-07-11 00:00:00,전라북도,31.24,30.07,25.81,23.4,86.68,2,2022,7
2022-07-11 00:00:00,전라남도,31.95,30.64,26.69,24.17,86.12,0,2022,7
2022-07-11 00:00:00,경상북도,29.86,28.17,24.73,22.81,89.94,1,2022,7
2022-07-11 00:00:00,경상남도,30.37,28.41,25.28,23.68,90.53,0,2022,7
2022-07-11 00:00:00,제주특별자치도,33.1,31.6,27.9,24.9,86.4,1,2022,7
2022-07-12 00:00:00,서울특별시,30.7,29.4,26.8,23.2,73.1,1,2022,7
2022-07-12 00:00:00,부산광역시,29.7,28.3,25.1,23.4,80,0,2022,7
2022-07-12 00:00:00,대구광역시,30.25,29.4,25.55,23.35,78.15,0,2022,7
2022-07-12 00:00:00,인천광역시,30.1,29.2,26.7,24.4,72.1,0,2022,7
2022-07-12 00:00:00,광주광역시,33.9,31.8,27.4,25,91,0,2022,7
2022-07-12 00:00:00,대전광역시,31.5,30.4,27,23.1,78.1,0,2022,7
2022-07-12 00:00:00,울산광역시,27.2,25.6,23.7,21.9,81.4,0,2022,7
2022-07-12 00:00:00,세종특별자치시,31.2,29.9,26.6,23.4,83.5,0,2022,7
2022-07-12 00:00:00,경기도,30.46,29.43,26.09,21.79,76.28,8,2022,7
2022-07-12 00:00:00,강원도,28.91,27.86,23.56,19.87,82.16,0,2022,7
2022-07-12 00:00:00,충청북도,30.72,29.37,25.76,21.63,81.94,0,2022,7
2022-07-12 00:00:00,충청남도,31.06,29.36,26.09,22.59,87.03,3,2022,7
2022-07-12 00:00:00,전라북도,31.49,29.97,26.64,23.99,83.95,2,2022,7
2022-07-12 00:00:00,전라남도,31.49,30.08,26.4,24.08,84.25,1,2022,7
2022-07-12 00:00:00,경상북도,29.6,28.65,24.74,22.22,79.17,1,2022,7
2022-07-12 00:00:00,경상남도,31.03,29.87,25.77,23.58,82.17,0,2022,7
2022-07-12 00:00:00,제주특별자치도,34,32.6,29.3,26.6,80.8,0,2022,7
2022-07-13 00:00:00,서울특별시,29,27.1,25,24,93.9,1,2022,7
2022-07-13 00:00:00,부산광역시,28.8,26.7,24.5,22.3,84.6,0,2022,7
2022-07-13 00:00:00,대구광역시,29.4,28,24.3,22.55,86.3,0,2022,7
2022-07-13 00:00:00,인천광역시,29,27.2,24.4,23.5,93.4,0,2022,7
2022-07-13 00:00:00,광주광역시,30.6,28.1,26,24.3,92.6,0,2022,7
2022-07-13 00:00:00,대전광역시,28.6,26.4,24.8,23.8,85.1,1,2022,7
2022-07-13 00:00:00,울산광역시,27.7,25.8,23.4,21,88.8,0,2022,7
2022-07-13 00:00:00,세종특별자치시,28.6,26.5,24.9,23.9,87.1,0,2022,7
2022-07-13 00:00:00,경기도,28.3,26.19,23.97,22.93,93.61,0,2022,7
2022-07-13 00:00:00,강원도,26.52,24.08,22.43,21.29,92.32,0,2022,7
2022-07-13 00:00:00,충청북도,27.55,25.43,23.61,22.75,88.53,0,2022,7
2022-07-13 00:00:00,충청남도,29.05,26.45,25.03,23.65,91.2,0,2022,7
2022-07-13 00:00:00,전라북도,29.19,27.42,25.31,23.52,81.69,0,2022,7
2022-07-13 00:00:00,전라남도,29.73,27.82,25.63,23.73,84.29,1,2022,7
2022-07-13 00:00:00,경상북도,27.74,26.16,23.32,21.59,86.61,0,2022,7
2022-07-13 00:00:00,경상남도,28.51,26.88,24.51,22.21,83.29,1,2022,7
2022-07-13 00:00:00,제주특별자치도,34.3,33.1,29.4,27,79.5,2,2022,7
2022-07-14 00:00:00,서울특별시,30.9,29.9,25.7,23.3,84.6,0,2022,7
2022-07-14 00:00:00,부산광역시,33.8,32.1,26.8,24.2,85.3,0,2022,7
2022-07-14 00:00:00,대구광역시,32.85,32.25,27.4,22.85,81.75,1,2022,7
2022-07-14 00:00:00,인천광역시,29.5,27.7,24,22.2,87.9,0,2022,7
2022-07-14 00:00:00,광주광역시,32.8,31.1,27.3,24.4,88.9,0,2022,7
2022-07-14 00:00:00,대전광역시,31.1,30,26,24,81.3,0,2022,7
2022-07-14 00:00:00,울산광역시,33.8,33.2,26.4,22.8,84.5,2,2022,7
2022-07-14 00:00:00,세종특별자치시,31.3,30,26,23.1,82,0,2022,7
2022-07-14 00:00:00,경기도,30.66,29.59,24.74,22.02,85.81,2,2022,7
2022-07-14 00:00:00,강원도,29.28,27.91,23.79,20.91,86.85,0,2022,7
2022-07-14 00:00:00,충청북도,30.78,29.44,25.3,22.72,85.14,0,2022,7
2022-07-14 00:00:00,충청남도,30.47,28.82,24.84,21.98,87.82,0,2022,7
2022-07-14 00:00:00,전라북도,30.1,28.57,25.41,22.74,84.43,0,2022,7
2022-07-14 00:00:00,전라남도,32.57,31.59,27.4,24.26,82.77,2,2022,7
2022-07-14 00:00:00,경상북도,31.66,30.9,25.8,22.01,82.15,0,2022,7
2022-07-14 00:00:00,경상남도,33.64,33.13,27.78,23.87,79.01,3,2022,7
2022-07-14 00:00:00,제주특별자치도,35,33.2,28.8,26.6,82.5,0,2022,7
2022-07-15 00:00:00,서울특별시,30.9,30.3,26,23,76.5,0,2022,7
2022-07-15 00:00:00,부산광역시,32.1,30.2,25.7,22.9,86.8,5,2022,7
2022-07-15 00:00:00,대구광역시,31.85,32.75,27.05,22.1,71.75,0,2022,7
2022-07-15 00:00:00,인천광역시,28.5,27,24.3,22.1,84.6,0,2022,7
2022-07-15 00:00:00,광주광역시,31.7,31.4,27,23,79.6,0,2022,7
2022-07-15 00:00:00,대전광역시,31.3,31.5,26.1,22,70.1,0,2022,7
2022-07-15 00:00:00,울산광역시,32.1,31.3,26.5,21.2,78,0,2022,7
2022-07-15 00:00:00,세종특별자치시,30.9,30.4,25.4,21.3,75.6,0,2022,7
2022-07-15 00:00:00,경기도,30.54,30.24,25.07,21.37,77.64,2,2022,7
2022-07-15 00:00:00,강원도,29.83,29.34,23.68,19.85,82.15,0,2022,7
2022-07-15 00:00:00,충청북도,30.45,30.43,25.07,20.86,76.89,0,2022,7
2022-07-15 00:00:00,충청남도,30.92,30.43,24.75,20.41,81.35,0,2022,7
2022-07-15 00:00:00,전라북도,30.31,30.26,24.84,20.5,78.04,1,2022,7
2022-07-15 00:00:00,전라남도,31.89,31.32,26.5,22.69,78.67,0,2022,7
2022-07-15 00:00:00,경상북도,31,31.45,25.62,20.76,73.89,1,2022,7
2022-07-15 00:00:00,경상남도,32.45,32.92,26.81,21.63,74.42,4,2022,7
2022-07-15 00:00:00,제주특별자치도,31.5,29.5,26.8,25.2,89.5,0,2022,7
2022-07-16 00:00:00,서울특별시,29.5,28.2,24.8,23.2,83.4,1,2022,7
2022-07-16 00:00:00,부산광역시,31.2,30.2,26,23,81.4,0,2022,7
2022-07-16 00:00:00,대구광역시,32.15,33.05,25.95,20.2,75.5,0,2022,7
2022-07-16 00:00:00,인천광역시,28.9,27.4,24.4,22.9,83.6,0,2022,7
2022-07-16 00:00:00,광주광역시,32.1,32,26.5,22.3,80.4,0,2022,7
2022-07-16 00:00:00,대전광역시,31.3,31.4,26.2,22.5,68.9,0,2022,7
2022-07-16 00:00:00,울산광역시,31.8,31.3,25.5,21.9,81.3,0,2022,7
2022-07-16 00:00:00,세종특별자치시,31,30.5,25.5,21.1,72.3,0,2022,7
2022-07-16 00:00:00,경기도,29.51,28.5,24.16,21.43,84.1,1,2022,7
2022-07-16 00:00:00,강원도,29.12,28.11,23.34,19.74,84.88,0,2022,7
2022-07-16 00:00:00,충청북도,29.49,28.79,23.47,20.15,84.09,0,2022,7
2022-07-16 00:00:00,충청남도,30.48,29.84,24.82,20.93,81.01,0,2022,7
2022-07-16 00:00:00,전라북도,30.21,29.99,24.78,20.43,77.49,2,2022,7
2022-07-16 00:00:00,전라남도,31.47,31.14,26,21.2,76.76,2,2022,7
2022-07-16 00:00:00,경상북도,31.06,31.66,24.7,19.75,78.28,1,2022,7
2022-07-16 00:00:00,경상남도,32.08,32.59,26.63,20.68,69.89,1,2022,7
2022-07-16 00:00:00,제주특별자치도,32.1,31.1,27.2,23.2,83,1,2022,7
2022-07-17 00:00:00,서울특별시,30.6,29.7,25.5,22.5,78.9,0,2022,7
2022-07-17 00:00:00,부산광역시,30.6,29.4,26.3,23.5,75.6,1,2022,7
2022-07-17 00:00:00,대구광역시,31.75,32.1,26.2,21.1,74.8,0,2022,7
2022-07-17 00:00:00,인천광역시,28.9,27.3,24.6,22.6,83.8,0,2022,7
2022-07-17 00:00:00,광주광역시,31.4,29.4,26.4,23.7,93.6,0,2022,7
2022-07-17 00:00:00,대전광역시,30.8,30.9,26,21.7,71.1,0,2022,7
2022-07-17 00:00:00,울산광역시,31.3,30.6,25.8,21.3,78.8,0,2022,7
2022-07-17 00:00:00,세종특별자치시,30.7,30.1,25.4,20.6,76.1,0,2022,7
2022-07-17 00:00:00,경기도,30.14,29.41,24.7,21.27,80.29,1,2022,7
2022-07-17 00:00:00,강원도,28.92,27.75,23.51,20.57,85.15,0,2022,7
2022-07-17 00:00:00,충청북도,29.93,29.43,24.54,20.35,80.15,0,2022,7
2022-07-17 00:00:00,충청남도,30.53,29.91,24.97,20.72,81.71,0,2022,7
2022-07-17 00:00:00,전라북도,29.71,29.11,25.1,21.42,79.74,1,2022,7
2022-07-17 00:00:00,전라남도,30.7,29.33,25.59,22.41,85.17,0,2022,7
2022-07-17 00:00:00,경상북도,30.65,30.71,25.18,20.31,76.56,1,2022,7
2022-07-17 00:00:00,경상남도,31.59,31.67,26.55,21.93,72.77,0,2022,7
2022-07-17 00:00:00,제주특별자치도,32,31.3,28,26.3,75,0,2022,7
2022-07-18 00:00:00,서울특별시,31.1,30.1,26.8,23.1,76,1,2022,7
2022-07-18 00:00:00,부산광역시,28.2,26.2,22.8,20.1,95.8,0,2022,7
2022-07-18 00:00:00,대구광역시,27.35,25.25,22.5,21.5,96.8,0,2022,7
2022-07-18 00:00:00,인천광역시,30.8,30,25.9,23.6,78.8,0,2022,7
2022-07-18 00:00:00,광주광역시,29.4,26.5,23.7,20.2,99,0,2022,7
2022-07-18 00:00:00,대전광역시,27.4,25.5,22.3,21.1,91.6,0,2022,7
2022-07-18 00:00:00,울산광역시,28,25.8,22.4,20,95,0,2022,7
2022-07-18 00:00:00,세종특별자치시,27,24.7,22.3,21.1,94.4,0,2022,7
2022-07-18 00:00:00,경기도,30.31,29.57,25.16,21.66,80.53,3,2022,7
2022-07-18 00:00:00,강원도,29.76,28.73,23.99,20.94,84.98,0,2022,7
2022-07-18 00:00:00,충청북도,27.36,25.44,22.54,20.75,90.33,0,2022,7
2022-07-18 00:00:00,충청남도,27.36,24.95,22.73,21.21,92.81,0,2022,7
2022-07-18 00:00:00,전라북도,27.21,24.63,22.52,20.68,94.65,0,2022,7
2022-07-18 00:00:00,전라남도,29.47,26.64,23.99,21.63,95.64,0,2022,7
2022-07-18 00:00:00,경상북도,26.84,24.67,22.25,20.88,93.11,0,2022,7
2022-07-18 00:00:00,경상남도,27.74,25.58,22.57,20.93,95.74,0,2022,7
2022-07-18 00:00:00,제주특별자치도,33.9,32.6,29.1,26.8,81.9,0,2022,7
2022-07-19 00:00:00,서울특별시,31.6,31.1,27.4,24.3,74.1,1,2022,7
2022-07-19 00:00:00,부산광역시,29.5,27.4,24.7,23.1,91.3,0,2022,7
2022-07-19 00:00:00,대구광역시,33.1,33.05,26.65,22.05,79.7,0,2022,7
2022-07-19 00:00:00,인천광역시,29.9,28.4,25.8,24,81.1,0,2022,7
2022-07-19 00:00:00,광주광역시,31.8,30.7,26.2,22.8,88,1,2022,7
2022-07-19 00:00:00,대전광역시,31.2,30.3,25,20.9,81.3,0,2022,7
2022-07-19 00:00:00,울산광역시,31.5,30.6,25.2,22.2,86.3,1,2022,7
2022-07-19 00:00:00,세종특별자치시,31.6,30.7,24.5,20.3,84,0,2022,7
2022-07-19 00:00:00,경기도,31.34,30.9,26.02,22.09,78.16,4,2022,7
2022-07-19 00:00:00,강원도,30.81,30.13,25.11,21.46,81.06,0,2022,7
2022-07-19 00:00:00,충청북도,31.26,30.56,24.75,20.26,82.52,0,2022,7
2022-07-19 00:00:00,충청남도,31.07,29.97,24.72,20.24,85.68,2,2022,7
2022-07-19 00:00:00,전라북도,30.29,29.16,24.51,21.34,85.21,0,2022,7
2022-07-19 00:00:00,전라남도,31.34,30.62,26.13,22.73,81.23,0,2022,7
2022-07-19 00:00:00,경상북도,31.65,31.33,25.58,21.29,80.6,0,2022,7
2022-07-19 00:00:00,경상남도,32.46,31.87,26.22,22.62,82.12,2,2022,7
2022-07-19 00:00:00,제주특별자치도,31.9,30.8,27.8,25.2,79.4,2,2022,7
2022-07-20 00:00:00,서울특별시,30.9,30.4,27.1,24.3,76.1,0,2022,7
2022-07-20 00:00:00,부산광역시,31.6,30.3,26,23.3,79.5,0,2022,7
2022-07-20 00:00:00,대구광역시,33.25,33.5,28.25,23.6,70.75,1,2022,7
2022-07-20 00:00:00,인천광역시,29.5,28.7,25.8,24.2,80.4,0,2022,7
2022-07-20 00:00:00,광주광역시,33.1,33,27.2,22.9,81.6,0,2022,7
2022-07-20 00:00:00,대전광역시,32.5,32.7,27.6,22.9,70.4,0,2022,7
2022-07-20 00:00:00,울산광역시,32.5,32.6,27.5,23.2,73.4,1,2022,7
2022-07-20 00:00:00,세종특별자치시,32,32.2,26.9,22.4,73.6,0,2022,7
2022-07-20 00:00:00,경기도,31.05,30.9,26.31,23.16,76.93,2,2022,7
2022-07-20 00:00:00,강원도,31.07,30.91,25.84,22.24,77.19,0,2022,7
2022-07-20 00:00:00,충청북도,31.35,31.25,26.16,22.13,77.59,2,2022,7
2022-07-20 00:00:00,충청남도,32.25,31.87,26.36,22.44,80.75,5,2022,7
2022-07-20 00:00:00,전라북도,32.01,31.89,26.01,21.32,79.5,3,2022,7
2022-07-20 00:00:00,전라남도,32.32,31.79,26.06,21.51,81.13,2,2022,7
2022-07-20 00:00:00,경상북도,32.2,32.58,27,22.29,72.56,3,2022,7
2022-07-20 00:00:00,경상남도,32.58,32.47,26.79,21.24,74.8,5,2022,7
2022-07-20 00:00:00,제주특별자치도,31.6,30.1,27.4,24.6,75.6,0,2022,7
2022-07-21 00:00:00,서울특별시,27.2,25.2,23.2,20.8,87.6,0,2022,7
2022-07-21 00:00:00,부산광역시,31.4,30.1,26.3,23,79,0,2022,7
2022-07-21 00:00:00,대구광역시,31.9,30.4,25.05,21.75,86.45,0,2022,7
2022-07-21 00:00:00,인천광역시,28.1,26.8,23.2,20,83.8,0,2022,7
2022-07-21 00:00:00,광주광역시,29.8,26.4,24.6,21.9,96,0,2022,7
2022-07-21 00:00:00,대전광역시,28.1,26.3,23.8,22.7,86.1,0,2022,7
2022-07-21 00:00:00,울산광역시,32.5,31.5,26.4,21.5,79.9,0,2022,7
2022-07-21 00:00:00,세종특별자치시,28.4,25.6,23.6,22.5,88.1,0,2022,7
2022-07-21 00:00:00,경기도,27.15,25.31,22.6,20.13,89.47,0,2022,7
2022-07-21 00:00:00,강원도,26.73,24.28,21.73,20.13,93.34,0,2022,7
2022-07-21 00:00:00,충청북도,27.29,24.82,22.65,21.54,92.44,0,2022,7
2022-07-21 00:00:00,충청남도,28.09,25.84,23.33,21.68,89.63,0,2022,7
2022-07-21 00:00:00,전라북도,28.84,26.74,23.77,22.14,86.27,0,2022,7
2022-07-21 00:00:00,전라남도,29.78,27.77,24.79,22.3,84.2,0,2022,7
2022-07-21 00:00:00,경상북도,29.22,27.22,23.68,21.05,87.66,0,2022,7
2022-07-21 00:00:00,경상남도,31.94,30.78,25.92,22.03,79.04,1,2022,7
2022-07-21 00:00:00,제주특별자치도,32.8,31.7,27.7,25,77.6,0,2022,7
2022-07-22 00:00:00,서울특별시,29.4,27.5,25.1,22.9,81.5,0,2022,7
2022-07-22 00:00:00,부산광역시,30.4,29.7,25.1,22,76.6,0,2022,7
2022-07-22 00:00:00,대구광역시,30.2,29.65,25.25,22.25,77.3,0,2022,7
2022-07-22 00:00:00,인천광역시,28.8,26.9,24.8,23.1,82.6,0,2022,7
2022-07-22 00:00:00,광주광역시,30.8,30.1,25.1,21.9,88.1,0,2022,7
2022-07-22 00:00:00,대전광역시,30.5,30.5,25.7,22.1,69.8,0,2022,7
2022-07-22 00:00:00,울산광역시,28.9,27.9,24.1,21.5,81.3,1,2022,7
2022-07-22 00:00:00,세종특별자치시,30.1,29.8,24.9,21.6,75.9,0,2022,7
2022-07-22 00:00:00,경기도,29.51,28.39,24.07,21.55,84.7,1,2022,7
2022-07-22 00:00:00,강원도,28.45,27.12,22.63,20.33,88.07,0,2022,7
2022-07-22 00:00:00,충청북도,29.13,28.39,23.77,21.19,83.45,0,2022,7
2022-07-22 00:00:00,충청남도,30.02,29.29,24.52,21.08,80.73,2,2022,7
2022-07-22 00:00:00,전라북도,29.11,28.34,24.12,20.91,79.88,0,2022,7
2022-07-22 00:00:00,전라남도,30.25,29.47,25.02,21.64,80.41,0,2022,7
2022-07-22 00:00:00,경상북도,29.06,28.41,24.04,21.2,80.46,0,2022,7
2022-07-22 00:00:00,경상남도,30.82,30.86,25.75,21.74,72,1,2022,7
2022-07-22 00:00:00,제주특별자치도,31.6,30.5,27.2,24.6,75.4,2,2022,7
2022-07-23 00:00:00,서울특별시,29.3,28,24.8,22.3,83.6,0,2022,7
2022-07-23 00:00:00,부산광역시,29.9,28.3,24.6,22.1,84.8,0,2022,7
2022-07-23 00:00:00,대구광역시,29.55,28.3,24.7,21.4,83.5,0,2022,7
2022-07-23 00:00:00,인천광역시,28.1,26.7,24.2,22.5,84.5,0,2022,7
2022-07-23 00:00:00,광주광역시,30.3,28.7,25.1,22.4,90.6,0,2022,7
2022-07-23 00:00:00,대전광역시,29.9,29.1,24.8,21.6,77.6,0,2022,7
2022-07-23 00:00:00,울산광역시,28.1,26.9,23.9,21,86.1,0,2022,7
2022-07-23 00:00:00,세종특별자치시,29.1,28.1,24.2,21.1,82.5,0,2022,7
2022-07-23 00:00:00,경기도,28.97,27.88,23.69,21.03,87.7,3,2022,7
2022-07-23 00:00:00,강원도,28.58,27.44,23.05,19.78,86.44,0,2022,7
2022-07-23 00:00:00,충청북도,29.15,28.05,23.85,20.41,85.31,0,2022,7
2022-07-23 00:00:00,충청남도,29.11,27.83,23.76,19.89,86.39,0,2022,7
2022-07-23 00:00:00,전라북도,28.93,27.96,23.94,19.89,82.21,0,2022,7
2022-07-23 00:00:00,전라남도,29.85,28.37,24.54,21.22,86.6,0,2022,7
2022-07-23 00:00:00,경상북도,28.77,27.55,23.85,20.81,83.69,0,2022,7
2022-07-23 00:00:00,경상남도,29.41,28.12,24.28,21.6,84.86,1,2022,7
2022-07-23 00:00:00,제주특별자치도,32.1,31.1,28.3,25.5,75.6,2,2022,7
2022-07-24 00:00:00,서울특별시,30.1,28.4,25,22,86.9,0,2022,7
2022-07-24 00:00:00,부산광역시,29.9,28.1,25.1,22.9,89.8,0,2022,7
2022-07-24 00:00:00,대구광역시,32.15,30.95,26.55,22.05,83.8,0,2022,7
2022-07-24 00:00:00,인천광역시,29.6,27.4,24.5,22.4,87.8,0,2022,7
2022-07-24 00:00:00,광주광역시,28.4,25.1,23.9,23.2,99,0,2022,7
2022-07-24 00:00:00,대전광역시,29.4,27.4,24.7,22.1,86.9,0,2022,7
2022-07-24 00:00:00,울산광역시,32.9,32,26.1,23,86.6,0,2022,7
2022-07-24 00:00:00,세종특별자치시,28.8,26.1,24.1,22.3,94,0,2022,7
2022-07-24 00:00:00,경기도,29.77,28.16,24.61,21.5,87.45,1,2022,7
2022-07-24 00:00:00,강원도,29.69,28.06,23.77,21.02,88.76,0,2022,7
2022-07-24 00:00:00,충청북도,29.5,27.75,24.42,21.56,88.6,0,2022,7
2022-07-24 00:00:00,충청남도,29.85,27.71,24.6,22.31,91.34,0,2022,7
2022-07-24 00:00:00,전라북도,28.42,26.09,23.94,22.11,91.56,1,2022,7
2022-07-24 00:00:00,전라남도,29.3,27.06,24.7,23.09,89.63,0,2022,7
2022-07-24 00:00:00,경상북도,30.75,29.4,24.9,21.53,87.83,0,2022,7
2022-07-24 00:00:00,경상남도,31.63,30.46,25.99,22.53,84.69,1,2022,7
2022-07-24 00:00:00,제주특별자치도,31.3,29.8,27.4,25,82.4,0,2022,7
2022-07-25 00:00:00,서울특별시,32.2,32,27.5,23.6,75,2,2022,7
2022-07-25 00:00:00,부산광역시,30.8,28.6,25.2,23.2,89.9,0,2022,7
2022-07-25 00:00:00,대구광역시,33.95,34.25,28.25,24.3,76.8,0,2022,7
2022-07-25 00:00:00,인천광역시,30.6,29.5,25.8,22.5,79,1,2022,7
2022-07-25 00:00:00,광주광역시,32.9,31.1,26.7,23.4,88.6,0,2022,7
2022-07-25 00:00:00,대전광역시,32.7,32.6,27.2,23.5,73.9,0,2022,7
2022-07-25 00:00:00,울산광역시,30.4,28.5,25,22.6,89.6,0,2022,7
2022-07-25 00:00:00,세종특별자치시,31.8,31.6,26.7,23.4,78.3,1,2022,7
2022-07-25 00:00:00,경기도,31.93,31.76,26.45,22,77.61,9,2022,7
2022-07-25 00:00:00,강원도,30.86,30.35,25.17,21.52,81.59,1,2022,7
2022-07-25 00:00:00,충청북도,31.95,31.74,26.43,22.75,79.6,1,2022,7
2022-07-25 00:00:00,충청남도,31.64,30.93,25.97,22.41,81.93,4,2022,7
2022-07-25 00:00:00,전라북도,31.23,30.35,25.64,22.54,82.65,1,2022,7
2022-07-25 00:00:00,전라남도,31.77,30.7,26.03,22.89,83.2,1,2022,7
2022-07-25 00:00:00,경상북도,32.22,31.98,26.6,22.7,79.85,5,2022,7
2022-07-25 00:00:00,경상남도,32.99,32.43,26.76,22.36,80.74,1,2022,7
2022-07-25 00:00:00,제주특별자치도,30.8,30,26.9,24.1,75.9,2,2022,7
2022-07-26 00:00:00,서울특별시,33.2,33.1,28.9,24.4,72.5,1,2022,7
2022-07-26 00:00:00,부산광역시,30.9,29.7,25.7,22.6,83.4,1,2022,7
2022-07-26 00:00:00,대구광역시,33.65,33.8,26.75,22.45,80.2,0,2022,7
2022-07-26 00:00:00,인천광역시,32.3,31.5,27.5,24.1,74.6,1,2022,7
2022-07-26 00:00:00,광주광역시,33.4,32.1,27.3,23.7,86.6,0,2022,7
2022-07-26 00:00:00,대전광역시,33.6,34.2,28.4,22.9,71.1,0,2022,7
2022-07-26 00:00:00,울산광역시,31,29.6,24.6,22.2,86.6,2,2022,7
2022-07-26 00:00:00,세종특별자치시,33.8,33.4,27.7,22.2,75.4,0,2022,7
2022-07-26 00:00:00,경기도,32.99,33.2,27.42,22.11,76.91,13,2022,7
2022-07-26 00:00:00,강원도,31.41,30.93,25.33,21.06,81.71,3,2022,7
2022-07-26 00:00:00,충청북도,33.15,33.38,26.8,21.46,78.25,1,2022,7
2022-07-26 00:00:00,충청남도,33.43,33.03,26.71,21.29,81.23,7,2022,7
2022-07-26 00:00:00,전라북도,32.49,31.97,26.38,21.75,81.39,2,2022,7
2022-07-26 00:00:00,전라남도,31.66,30.65,25.84,22.18,83.57,0,2022,7
2022-07-26 00:00:00,경상북도,32.13,31.92,25.8,21.5,79.68,2,2022,7
2022-07-26 00:00:00,경상남도,32.24,31.66,26.33,22.98,81.01,1,2022,7
2022-07-26 00:00:00,제주특별자치도,33.2,32.7,27.6,23.3,75.5,1,2022,7
2022-07-27 00:00:00,서울특별시,33.4,33.4,29.3,26.4,66.3,1,2022,7
2022-07-27 00:00:00,부산광역시,31.4,30.5,26.2,22.7,77.3,0,2022,7
2022-07-27 00:00:00,대구광역시,30.85,30,25.1,20.55,81.25,0,2022,7
2022-07-27 00:00:00,인천광역시,32.2,31.2,27.8,25.1,72.6,1,2022,7
2022-07-27 00:00:00,광주광역시,32.5,31.9,27.3,22.7,80,1,2022,7
2022-07-27 00:00:00,대전광역시,31.4,31.8,27.6,24.5,65.9,1,2022,7
2022-07-27 00:00:00,울산광역시,29.3,27.8,24.8,21.8,84.3,0,2022,7
2022-07-27 00:00:00,세종특별자치시,30.9,30.9,27.5,24.7,69.5,0,2022,7
2022-07-27 00:00:00,경기도,32.25,32.25,27.3,23.63,74.42,3,2022,7
2022-07-27 00:00:00,강원도,31.01,30.42,25.16,21.06,79.48,1,2022,7
2022-07-27 00:00:00,충청북도,30.62,30.62,25.81,21.81,73.89,0,2022,7
2022-07-27 00:00:00,충청남도,31.99,31.73,26.93,23.27,77.34,0,2022,7
2022-07-27 00:00:00,전라북도,31.58,31.86,26.46,22.08,74.55,4,2022,7
2022-07-27 00:00:00,전라남도,31.28,30.64,26.23,22.19,77.93,0,2022,7
2022-07-27 00:00:00,경상북도,30.32,29.64,24.94,20.8,78.79,1,2022,7
2022-07-27 00:00:00,경상남도,31.62,31.25,26.19,22.01,76.07,1,2022,7
2022-07-27 00:00:00,제주특별자치도,34.1,33.4,28.9,25.3,75.6,1,2022,7
2022-07-28 00:00:00,서울특별시,34.1,34.4,29.7,25.1,63.8,6,2022,7
2022-07-28 00:00:00,부산광역시,32.7,30.8,26.6,24.3,87.3,0,2022,7
2022-07-28 00:00:00,대구광역시,31.55,30.1,25.95,22.45,86.25,0,2022,7
2022-07-28 00:00:00,인천광역시,32.3,32.4,28.4,25.1,64.5,1,2022,7
2022-07-28 00:00:00,광주광역시,33.7,33.2,28.5,23.8,79.3,0,2022,7
2022-07-28 00:00:00,대전광역시,33.7,33.3,28.2,23.3,69.3,0,2022,7
2022-07-28 00:00:00,울산광역시,30.8,28.2,25.2,23.6,93.6,0,2022,7
2022-07-28 00:00:00,세종특별자치시,33.5,33,27,23.4,79,2,2022,7
2022-07-28 00:00:00,경기도,33.06,33.27,27.99,22.86,70.08,8,2022,7
2022-07-28 00:00:00,강원도,31.42,30.52,25.58,21.16,81.76,0,2022,7
2022-07-28 00:00:00,충청북도,32.09,31.45,26.46,20.82,77.45,0,2022,7
2022-07-28 00:00:00,충청남도,33.69,33.75,27.45,22.34,75.99,1,2022,7
2022-07-28 00:00:00,전라북도,33.1,33.23,27.22,21.41,73.83,3,2022,7
2022-07-28 00:00:00,전라남도,32.6,31.82,27.31,22.89,79.58,5,2022,7
2022-07-28 00:00:00,경상북도,30.31,28.83,25.18,22.03,86.13,0,2022,7
2022-07-28 00:00:00,경상남도,32.28,30.98,26.52,23.11,83.43,2,2022,7
2022-07-28 00:00:00,제주특별자치도,35.6,36,30.3,26.5,72.6,0,2022,7
2022-07-29 00:00:00,서울특별시,34.5,34.3,30.7,27.3,68.1,4,2022,7
2022-07-29 00:00:00,부산광역시,33.7,32.9,28.5,25.2,77.9,1,2022,7
2022-07-29 00:00:00,대구광역시,34.5,34.35,28.55,23.55,77.9,1,2022,7
2022-07-29 00:00:00,인천광역시,33.2,32.8,29.3,26.9,71,2,2022,7
2022-07-29 00:00:00,광주광역시,34.9,34.5,30.3,25.5,76.1,0,2022,7
